"nbProvider","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"W_W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"coeff_radius_max","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
"range_vision_consumer","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400"
"Witness","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false"
"W_I","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"[reporter]","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt"
,"3.220069065759404","3.4675207033091247","2.3272167762608156","3.6435764065987817","3.6343423726953485","3.433058194713717","4.378772641208023","3.471275319166686","3.822282916052068","3.11665752104335","3.754555511882422","3.1943296782620747","3.2789017090493777","3.926790703635839","3.9731406143802266","3.625771729868371","3.210325391890493","3.7337346343175963","3.5894560019580597","4.0583926992854265","3.821611137391372","3.5311670092903533","3.591215531474595","3.3593697230680775","3.4975395911241036","4.509616334080226","2.714369306864947","2.8981397280610417","3.4785180112094505","4.085757118772542"
,"3.49968015149493","3.1844273474812463","2.701025431658537","3.329966383440634","4.027095507254442","3.5874782960843596","4.835986049712925","3.5313154574647454","3.941603438417124","3.215414270900574","3.9133941980274085","3.356647444711936","3.1537694742206264","4.165892716840254","3.8137153663272234","3.603708318764016","3.480363983570726","3.996056631250697","3.8920628636924763","4.471672589677974","4.1104899965355886","4.044905801806907","3.7052382280321985","3.7152054929821268","3.7163088132507713","4.862984155017883","2.974544965440684","3.506908403944699","3.2861769443142905","4.267814911772877"
,"3.6348128209618604","3.424673630726609","2.5490996462484343","3.211860867833488","3.8720905727394226","3.3751075552584133","4.4811330611467195","3.4512161749266657","3.9427031258415663","3.1326036426421173","3.4484465146422356","3.602870324343005","3.3240036562987925","4.351832701338887","3.7253473044102923","3.8790127376665615","3.287028631201244","4.280037183856283","3.896623687978683","4.335680955256483","4.031795574164545","3.740600910312948","4.250102845212898","3.704305121808905","3.9492475318755633","4.982913919901617","2.7391184326310953","3.3390132085212056","3.7011779585572735","4.120187477947762"
,"3.2117738444212938","3.6380397163411655","2.7701541651235773","3.087998994805633","3.51553241792088","3.4728889159782494","4.273167618710767","3.6976444948921396","3.744296693540811","3.152197063157136","3.834069195000139","3.258613614617644","3.462626741994853","4.085222999641261","3.617665534999169","3.4394972861194715","3.2994244938374457","3.6970425174919477","3.1473661198244334","4.568513195658803","4.375090048518303","3.7699144106297915","3.9769928450993244","3.8899004069037924","3.7876644293955897","4.78114036812557","2.948058854151897","3.2363986854579707","3.4409455222680694","4.183146400869525"
,"3.405015661105657","3.2902809279189498","2.724096333571667","3.1878253543579222","3.784744027007319","3.204623614746951","4.108467985278502","3.750186945904793","4.054098108463418","3.099353386277712","3.683135516061264","3.1793743921383237","3.3799489418705453","4.418078282454241","3.8169659683808277","4.089777834029883","3.2533993555821734","3.9200268829902734","3.563560231370697","4.499418553020423","3.7263580320310448","3.748285957275833","3.7811007905555605","3.5466588001846566","3.624741378079436","4.846813197561903","2.854874145811651","3.4522791473774106","3.7003722901894878","4.122511125306729"
,"3.7107915844102224","3.3648468620982825","2.8628472203501896","3.3485215621162996","3.6610227582903043","3.590312297538977","4.481816173171394","3.8136747699995506","3.7265958731140296","3.2028998385194782","4.033183633933085","3.5684960009632385","3.532154098982466","4.318784377360173","3.888216955296787","3.8634289561665858","3.1242951542531703","3.765890940835635","3.5349572556493265","4.351959122183902","4.14893463635467","3.814169418752425","4.2234471668285085","3.60586565323313","3.683815282992846","4.667833356496554","3.1995744814618923","3.3856007374753507","3.6755794992501576","4.185134447793125"
,"3.4892650305565094","3.3084055606684606","2.3737979612536435","3.5092924566672967","3.4906801720795504","3.479444757624938","4.633421665198998","3.7257704290361087","3.7752451961070093","3.220370827959677","3.9475089094454554","3.5165861867532415","3.1768859903660873","3.9714225972036643","3.795928674644906","3.697158526813469","3.3054565568600003","4.057458196531572","3.5346825178180596","4.215860195509654","3.9798884767183096","3.9092674335143274","3.9047885221439893","3.7955748240040315","3.622386463986943","4.898997059723365","3.2090774034086307","3.0110691390523754","3.7046168865924964","4.361046020540349"
,"3.5000147662285004","3.2720445551468007","2.679115580651164","3.206819874883418","3.7235582720578146","3.1211356360400284","4.6037206049424935","3.51576958408156","3.7155405742527394","3.2290408884339454","3.855100325486172","3.935665021130589","3.612471748096053","4.1735606507525915","4.022269101549109","3.8132028890841454","3.5122141405523135","3.6740897891480335","3.4227873089099172","4.46034366697514","4.07778797205139","3.5641979654821645","3.7809730622973317","3.564486650941568","3.5241303538376867","4.70618028064333","3.154328376204473","3.0736212186087912","2.966664747699062","4.059847371726223"
,"3.88477450794901","3.0656723548884326","2.3020240042817943","3.4413842791281013","3.731404134419612","3.786771614556556","4.104209645617696","3.6768922837628146","3.913401173858784","3.152929928738714","3.933009423151229","3.8057894710171167","3.5266909344108472","4.275414310624532","3.976935333004448","3.9409404490345716","3.2542628981910435","3.892040368256893","3.9939797687386225","4.1931264149253025","4.0252664003696585","3.5698413348459708","3.793317198866776","4.191584301732215","3.264027298258203","5.363865381626566","2.8004007240567623","3.2201635367206767","3.537281962814316","4.446955769948735"
,"3.2568029780105263","3.22050556289287","2.6790016016074767","3.528761549003075","3.4779865482285564","3.3817877290631104","4.501802063883931","3.4314446102094283","3.677830132148993","3.453749523386227","3.590725411110929","3.8122589243383707","3.2476583918474717","4.431891562652392","3.7602441095525894","3.5194315072667224","3.428997795855855","3.6889420411100358","3.777930661600274","4.348793486372673","3.9913159489665366","3.7681483536829203","4.103537474522042","3.72997930302234","3.3258508788778167","5.008993018262563","3.3165812042362566","3.3378338942757906","2.999372617942822","4.212056351289176"
,"3.405430327639037","3.0400854396892845","2.096357275155932","3.5154110874114783","3.719457409304113","2.912793000013157","4.477039599577439","3.6731613264028358","3.6764191410164755","2.9632097187447766","3.9094320335680526","3.2691139893696257","3.2528695260469744","4.635924347282824","3.651168258705079","4.285183412062286","3.371716918637698","3.8103462458321005","3.8946379209126887","4.396426605438677","3.97090609961032","4.185442207927417","4.481069167179534","3.9625061679813767","3.0937828883562166","4.984212696686439","3.1038136710308293","3.3609213518815055","3.494104786940751","4.0858144101809994"
,"3.3316112564579745","2.9598704632341684","2.384920655395057","2.999826072236122","3.9926969568815354","3.3342083794241755","4.681162022947588","3.5669763232911866","3.433766489103798","3.012489818399548","4.117163347428447","3.2302308342858397","3.00008185133474","4.045794407577699","4.0899245461744345","3.5071098247714945","3.433413644732097","3.5944322059679212","3.6314319560603545","4.7037709366438385","3.8268823161595833","3.6333202984308994","4.061998040358083","3.4313274353552794","3.5353407616886274","5.1513837598696055","3.288983577851503","3.2594761964056946","3.6702452017365808","4.136222457906269"
,"3.1226702243468694","3.4574857025052075","2.3488337679214943","3.4611694547394305","3.9798171105179154","3.178445550266185","4.713781790721776","3.8816478817260784","4.262273851991171","2.9461827804160436","3.953944867114756","3.3614608692994317","2.890328166956992","4.401741371764975","3.7881298468500084","3.6642879615988204","3.244250148284279","3.646297075901303","3.771752184945693","4.22320011288906","3.8644735766348703","3.6916641454379766","3.823491752642339","3.6155788745591457","3.751773900320627","4.816075219512235","3.0514157893733453","3.055808415288705","3.494629756301534","4.168811933051238"
,"3.3315357059360307","3.440693934281793","2.490329989068873","3.157681058661413","4.116885165811044","3.445762332958728","4.514786063233344","3.4610426803850594","3.8482806328636867","2.995190356810587","3.9675369835268155","3.637476406031688","3.208312933119382","4.334507641180538","3.5515277612451244","3.4422313634105866","3.5651883241356046","3.747194943397222","3.677820212099912","4.031575746482127","3.948760142807249","3.5834732861504586","3.7702722469209853","3.176758818688291","3.8936069753135767","4.677640173266365","3.0634948568148754","3.09770389502885","3.6748234569491096","4.3411706248522535"
,"3.344828062888383","3.4526316399219477","2.573693848215244","3.470339747956036","3.5945814038934794","3.1040391284752724","4.637129589843898","3.555978321814573","3.888549341737252","2.7395736090357676","3.7910953768122133","3.6775024678323347","3.2530082142916132","4.3732068825924655","3.311149253062802","3.8179311647590524","3.454145940069168","4.021503095142833","3.6635137396103556","4.432261475451613","3.8047981168227376","3.506298947999027","4.0123488720618345","3.577148241129204","3.720603327096271","4.686582130557699","3.2155116106908865","3.015390040008677","3.5607873547025966","4.122466781261768"
,"3.51010763891376","3.190786423999172","2.43075619338001","3.0983634807901974","3.8095985241574013","3.25581741851122","4.649196736651707","3.1790066431917094","3.675099002263958","3.1664957982675923","3.6840100521476544","3.6281081975314637","2.9818365641988067","4.32752761344096","3.8736394196226764","4.001742803071381","3.201574499413429","3.537785619633996","3.4747857472144634","4.205442495641727","4.4497297199547505","3.67675966983971","4.223228915207898","3.881881822197965","3.6607879484196415","4.614084409610362","3.1865713050220315","2.9096385542658982","3.641162829851868","4.217646137378767"
,"3.1487932292044394","3.186786987253036","2.659413658189685","3.514620999459811","3.9152492853091725","2.973834349901022","4.755251954841194","3.4301638235518674","4.110989727859173","3.0537729527765256","3.923130025602725","3.655879693379291","3.24209995426381","4.181147171593003","3.605433282064873","3.742017499378956","3.080364365472955","3.9220085671320994","3.925812971656975","4.673511926647397","3.8943898954095952","3.8084366956158044","4.221954963977532","3.693484924526559","3.5947193275348406","4.825020368607338","3.0160011689359294","3.228875224320072","3.7938427214649217","4.249318021839382"
,"3.8515085256143093","3.6998938978451816","2.825524049999951","3.5290223032090107","3.456322349596283","3.3023759405092328","4.677311006599614","3.8387228272704284","3.54167972080124","2.8990822871009594","4.0207122648796085","3.278402053656639","3.3943183096196003","4.287186705826808","3.5041302207188814","3.289138703655787","3.494935347861997","3.8736986235739517","3.806295911387471","4.40281425646871","3.9530706075143467","3.589663338391945","3.8291880996446297","3.7509266383321975","3.685533547433183","4.53924505463304","3.1604881239506066","3.5051471168220294","3.7864233255150066","4.1586948515689155"
,"3.351066019195797","3.3412135508099783","2.8482070637328207","3.5104881635096437","3.855677809433578","3.665510386046816","4.800685772005375","3.6111439412172395","3.656732221703178","3.0321287488590674","3.938659903180798","3.22048317822339","3.470349281572925","4.506692245808518","3.659569846824451","3.8933328192277417","3.64732755822847","3.7887529962987574","3.3704941543905185","4.592075792896243","4.133559002605972","3.849356687795589","3.9311344451415224","3.939910332413684","3.8080789301936173","4.92604189676363","3.2509812406314387","2.8494442565215174","3.6560468918206164","4.332015026121286"
,"3.724843502901018","3.120551133918459","2.477098628552649","3.822744969929651","4.151137471260004","3.4538940330441705","3.7543183582908095","3.7716441245609227","4.2802658253508525","3.2595040326320883","3.6612034048906006","3.4971728998393528","3.577401254058373","3.821957183666965","3.4430724171831146","3.7342750813821626","3.5968794829344515","4.352522575318059","3.8363326869066494","4.372823706641053","3.9512577396454924","3.9507729413720596","4.05414602401022","3.4658343702830163","3.935271957649565","4.9345212854612","2.9426102595504324","3.557303362605111","3.586592369614529","4.013333010027353"
,"3.250907754708008","3.419796167147101","2.4908320483672983","3.46127815695506","3.80841447071928","3.650090543926135","4.213719116092631","3.6157230821892967","3.8304828795848564","3.042323416917241","3.402553920221769","3.4741739160258813","3.6473126273755003","4.0550388603875644","3.7717833600975106","3.9262381719892705","3.617412061850798","3.84996010072416","3.4098217271508893","4.6021516733140295","4.21614414570943","3.1341415854693255","4.201027182530949","3.8724424491905642","3.6962804298882443","5.015052668350953","2.8957482667165424","3.136132644215851","3.515623147398922","3.8825451919037106"
,"3.3282396398174483","3.223282948907624","2.776100265707057","3.3049728520381736","3.6600355225035743","3.5344865116148125","4.751154549726961","4.112696177008903","3.644196020722202","2.7410511161107087","3.8346277978377366","3.58772660802058","3.476193993557804","4.250775065592325","3.8113110361579845","3.888186663186271","3.178488360408888","3.772808973253312","3.478303881878388","4.214359987896239","4.198558669576531","3.483945720372131","4.114406442503836","4.076504217932654","3.5713081026137576","4.481664919616904","3.197878827136632","2.733132836914882","3.7713249854323503","4.360387847230464"
,"3.75140178497851","3.3476053511502655","2.3472652637919853","3.0110176011612553","3.344289348303164","3.1898820728123667","4.347696145089394","3.7084525480441264","3.6897229616416154","3.050371382816529","3.9451042708388275","3.4598301212003686","3.1397778093746376","4.201990271657255","4.0635300186557854","4.068839223470361","2.7987545948696324","3.6223043461904276","3.7327017926292556","4.178302478840773","3.8420509277206185","3.7066002030151557","3.8998832230573437","3.7584147381954014","3.2814933084922906","4.913583896857782","3.078749676449061","3.2665545690160576","3.3472423639314086","4.2031342718160225"
