"BehaviorSpace results (NetLogo 3D 6.0.4)"
"Projet_3D.nlogo3d"
"EtudeRho"
"12/02/2018 04:10:22:167 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0.02739218625469213","0","0.4348812578842017","0.06049444476699825","0.02558382485626314","0","0.4301205484050371","0.0591617608700115","0.025023768421752742","0","0.4314624492087233","0.05906194698841639","0.027550171576349244","0","0.42735720694028395","0.05972865480507709","0.028148092887615175","0","0.4347044605947968","0.06081075912725238","0.025974065416431998","0","0.435869554892862","0.05997397961762267","0.02782624811422973","0","0.43042146514871993","0.06019182862285026","0.027458297725942393","0","0.4401832418632009","0.061112936974109404","0.02548545659554357","0","0.4263021830527033","0.05869377882609905","0.027613536309335066","0","0.4273225980901382","0.05975297148083242","0.026739314867781812","0","0.43222282201768775","0.05990889794320316","0.026753784929724942","0","0.4496738785786244","0.0618543353663933","0.026160382152709345","0","0.4312615940174341","0.059544791403142776","0.02726931349058166","0","0.442912347367179","0.06133217792550223","0.02748619439997456","0","0.4272853856723082","0.05969224036357992","0.027361192755747277","0","0.44344852042870675","0.06143258793907892","0.027738484437431606","0","0.4188120467172543","0.05886288716299925","0.027653953786640827","0","0.43332649171398974","0.06043803409561854","0.025509433612959174","0","0.43581609820447376","0.059761536961813896","0.02866708385361918","0","0.4231749527157413","0.059760365347803455"
,"0.05076464705948191","0","0.4617102433843031","0.07386320351358631","0.051027331210724766","0","0.47624623108941166","0.0755950617702619","0.04878359456785464","0","0.4583437213434651","0.0726086777349911","0.05033169065851207","0","0.4551966699278543","0.07294704806243739","0.05064758452345469","0","0.4762086404199039","0.07542210872375252","0.04821341043954717","0","0.45858221758464096","0.07238176214920838","0.05120233765105951","0","0.46635042771665686","0.07457330870232678","0.05097944825366349","0","0.4623118380881715","0.07402551456698564","0.051503748232161195","0","0.4594151060055947","0.07393667765936464","0.05308586386719271","0","0.4682809954373285","0.07562493898957103","0.051342941822673724","0","0.4768561226233001","0.075803098879338","0.05335545661861123","0","0.45719435740354336","0.07451290931978119","0.048245837542024946","0","0.45904826114814073","0.07244795681292046","0.051465239732617914","0","0.4639671485310313","0.07442534527350586","0.0509688303501429","0","0.4568167305001626","0.0734102279889752","0.052561835931474385","0","0.46504297447942","0.07503225757837409","0.05126586860689039","0","0.47332017502659673","0.07537596105046669","0.05054301598531909","0","0.45820052471218786","0.07337473207261323","0.05048102236374244","0","0.4752803018532612","0.07524493236758628","0.05194283375637313","0","0.4663301748486454","0.0749001677637979"
,"0.06718902892326646","0","0.47520556139431547","0.08266240856526413","0.06728127090452797","0","0.4816279395793453","0.08341700257749522","0.06276960211259587","0","0.4673644377946103","0.07982698291611062","0.06730710303711977","0","0.48463529639868286","0.08376263428301813","0.0683417682998288","0","0.48419593284472606","0.08417366733822684","0.06295885787163345","0","0.4551199408518913","0.07855059692649166","0.0676154311847694","0","0.4764147471574741","0.08298627465517261","0.0650395231899818","0","0.47837850951202515","0.08205962247466116","0.06651500004013404","0","0.4729187392275558","0.08210874882089925","0.06157664366518718","0","0.48811266702542805","0.08160213796513065","0.06665444744172831","0","0.48256204521659624","0.08324220388705637","0.06346069897060931","0","0.45226276106710744","0.07845617299439399","0.06630528896300789","0","0.47151985962933135","0.08186011283126289","0.06651187700726212","0","0.4666991471182903","0.08141629501637078","0.06641848158944584","0","0.472837298115281","0.08205680271922934","0.0648083859306487","0","0.46517956801895366","0.08049034574906107","0.06655251447211026","0","0.4760284480763479","0.08247094510719885","0.06961583002959118","0","0.46319940027619827","0.0824069689327299","0.06272254697846429","0","0.4776569754959266","0.08094968482330979","0.0685093321409212","0","0.48537630724871605","0.08437929286804444"
,"0.07628971230973364","0","0.47068820765807323","0.08620522854411185","0.07631111630132617","0","0.47074941344637683","0.08622154207240854","0.07315262718562499","0","0.45947184844015326","0.08356470635362831","0.07579356338188535","0","0.4867975579089579","0.08777464571516659","0.07880026033099517","0","0.478758800163668","0.08821776016529465","0.07190480668815262","0","0.4427865691048115","0.08115619953971427","0.07509567113645678","0","0.476251726920333","0.08629271238512844","0.076448124636988","0","0.4815270033021116","0.08747994465000614","0.0758887837058595","0","0.47151940741848486","0.08611939358243592","0.07206444570936454","0","0.48555184688597264","0.08597884774704803","0.07690493854650676","0","0.4780356106511605","0.08729504053746505","0.07452347139840047","0","0.43932698340043985","0.08193565211044959","0.0735070990869285","0","0.4645516867016533","0.0842866758943739","0.0739162318838255","0","0.45770377554034153","0.08370763367507225","0.07680515963083613","0","0.46174210712124253","0.08544030507162093","0.0750970486037372","0","0.4544529870170543","0.08387124238133348","0.07842660409224461","0","0.47219373191610997","0.08732223869834277","0.07537731408518177","0","0.4530925961495888","0.0838446502767013","0.07237235660735825","0","0.46446932361420923","0.08377319444929308","0.0759621113433124","0","0.4834342382219681","0.08747585373280073"
,"0.08181046062307787","0","0.44908748129146353","0.08625881375374846","0.08499045000736744","0","0.4582720015950066","0.08869264462494003","0.08124710651456898","0","0.44277133734104573","0.08530664037770022","0.08112203544711949","0","0.47811851683205825","0.08917851762450194","0.08512346435363145","0","0.47316661191641246","0.09040671881454529","0.07868505057101367","0","0.42638358967112305","0.0823470879950161","0.08250984061887749","0","0.46890268321906536","0.08877133841050563","0.08238661766473332","0","0.47430258474083686","0.08931656171108165","0.08123690695299914","0","0.4653188931536684","0.08780739121840346","0.0791957340178978","0","0.4791039282878437","0.08843187381771181","0.08162341011011216","0","0.46534399554812017","0.08798195955428117","0.080069558711483","0","0.41977167215581634","0.08222776744463635","0.07967266687088036","0","0.45169630153864465","0.08559855211357148","0.0791930020201331","0","0.445289795982495","0.08467353378477752","0.07998100781811772","0","0.4535634154145842","0.08594304963189173","0.08132450717134636","0","0.43503951589340234","0.08448194939763964","0.08632653063265858","0","0.46224435054543267","0.08972783034178176","0.0835822654043068","0","0.43575666291542753","0.08556508050362537","0.0770854252060523","0","0.448069854002068","0.0840457283140265","0.08526170232553715","0","0.48080292780967054","0.09131663745686444"
,"0.08842596127217517","0","0.430909881329527","0.0871793029353594","0.0855797009720588","0","0.4491640895485292","0.08794254371519615","0.0860458323185733","0","0.4270254418076303","0.08568986345354677","0.08528653476774602","0","0.469261451180267","0.09004528780569478","0.08415626502824387","0","0.455426606635782","0.08800574074986231","0.08029752904490896","0","0.40516861626013034","0.08070652582664026","0.0871531123613472","0","0.4575837887116389","0.08957735979522521","0.08542696800086468","0","0.4616104578605502","0.08925759220711361","0.08618807997399752","0","0.44524074964554466","0.08777700772683744","0.08415536705241101","0","0.4699743255573412","0.0896217548629989","0.08590324079738565","0","0.4474083075859625","0.08789125230838943","0.08283788990292278","0","0.39798711008993076","0.08103762996684583","0.08585349044621998","0","0.43672307814375333","0.08668189332540345","0.08368581900087858","0","0.42264421898380883","0.08415416610970274","0.08244260558951302","0","0.4378166965289673","0.08528745765411401","0.08324769257687838","0","0.41863478690188455","0.08351395080104328","0.08927571002544436","0","0.4534631704006924","0.0900628900558299","0.08618732197064383","0","0.41541309307859686","0.08446248677346362","0.07985486251899637","0","0.43025956522669795","0.08329766836696617","0.08576701938657806","0","0.46575359964370716","0.08986907524333675"
,"0.08699840927808661","0","0.41516314097255086","0.08479519756498959","0.08808812813811506","0","0.4314200748654176","0.08708584304643198","0.08780049785011204","0","0.4140356901033355","0.08502640905597739","0.08667596474163658","0","0.4585322353928606","0.08947067715104602","0.08715581727212372","0","0.4368984803914496","0.08728019438666164","0.0859096218098859","0","0.4003992932858011","0.08267086450281708","0.08785405361210837","0","0.4486176813541381","0.08889265508917538","0.08957719352247077","0","0.453458243794725","0.09019633532051254","0.08716044121128835","0","0.43166324805053513","0.0867005569884109","0.08533234314985132","0","0.4574054096755172","0.08874830914165828","0.086305999345977","0","0.4305875455506862","0.08620128254828925","0.0850656411249361","0","0.3847744221986928","0.08055966518871685","0.0890302928093095","0","0.4237574483968746","0.08665317995934685","0.0830448539867467","0","0.40101064672677683","0.08146556251930803","0.08944143985108215","0","0.4221319223866159","0.08665529797677295","0.08529452752293172","0","0.4075453988384377","0.08319150099224204","0.08971135498089002","0","0.4366259475942854","0.08838570750198357","0.08912294062571044","0","0.3986202212474988","0.08390133152781719","0.08173302908365661","0","0.408403759972423","0.08170398625633973","0.09083619337084355","0","0.450228465432582","0.09039702654621773"
,"0.08991472334288887","0","0.3973523628640257","0.08411236180395605","0.08813829412131846","0","0.4186509060507594","0.08568934250400632","0.08953678684408868","0","0.40020387762379256","0.08426122500001926","0.08792921309047737","0","0.45810983167426544","0.08998074267068858","0.08756752443302274","0","0.4293105850054857","0.08662007585973354","0.08781787576933082","0","0.38115253035319047","0.08138044815894853","0.08887899494206686","0","0.43140917864796136","0.08743612871291721","0.08941605836838847","0","0.43586223741681795","0.08816960787671056","0.09002903312926619","0","0.41616179427967465","0.08625310297741788","0.08928679741952406","0","0.44310016319132023","0.08891637254104907","0.08580675537729719","0","0.41489872463848326","0.08423619401641055","0.08555467681907448","0","0.36704920501020427","0.07880754580961409","0.08680953769991584","0","0.41014418424626065","0.08415359278288273","0.08534102035175219","0","0.38263951276205516","0.08044484379656497","0.08776431634435974","0","0.4017340206268448","0.08364347622270099","0.087622256520272","0","0.3897189601455246","0.08224533180295981","0.09222046388930896","0","0.41746199400313266","0.08737153884004341","0.08876001792556132","0","0.37769656395740364","0.0814151817399636","0.08324259670066278","0","0.3912388571976556","0.08046769377781487","0.09046302138948194","0","0.43934665829621206","0.08902208265046313"
,"0.08887877643367927","0","0.3825956253169107","0.08201230345018151","0.08878549782067524","0","0.40004300860198033","0.08390944443163241","0.09153082823834251","0","0.38624920230463855","0.08359694613977992","0.09002704140312107","0","0.45160602658387466","0.09019046579959658","0.09048158885137218","0","0.41658222784575794","0.08650095369458356","0.08596281567692826","0","0.3693539848008338","0.07924502750095067","0.0903342659815517","0","0.42650963417114557","0.08753852201081821","0.09012732772679971","0","0.42599831076993566","0.08738973574190445","0.08934413345190502","0","0.406150196375578","0.08483630335368916","0.08989711719436728","0","0.4329383251163254","0.08805853265486659","0.08841506515269823","0","0.39798967202935787","0.08351665918224037","0.08491551248934874","0","0.3435156252774104","0.07590863058164699","0.08844245959595484","0","0.39089519166058145","0.08274055889382316","0.08768552924333803","0","0.367648858979647","0.07982121955033424","0.08945019909087623","0","0.3825713088238044","0.08226356724303534","0.08806730539957595","0","0.37112357235932647","0.08037697710640447","0.09294136699934931","0","0.40392111112115514","0.08618739767983995","0.09119018703832668","0","0.3676188050612294","0.08137550591272724","0.08428124859665947","0","0.37488786487113274","0.07911253991753109","0.09362719012557325","0","0.42733955627389353","0.08909425741957673"
,"0.09042332179778302","0","0.36290575784547624","0.08051100500406481","0.08903011841911548","0","0.38759310539517766","0.08263484211906884","0.09150958363083858","0","0.3728888281003226","0.08210301806929536","0.08901034985449464","0","0.43596212405423707","0.08800039149691019","0.08966137265968868","0","0.4032379908916524","0.08465372017004325","0.08874870560253698","0","0.35792330152210244","0.07921312488135857","0.08731141101935379","0","0.40450484857682956","0.08375005473935807","0.09285523537647865","0","0.411805662153275","0.08702517818435256","0.08773877041872127","0","0.3887131523559784","0.08218535933676087","0.08751682248298864","0","0.4223875930468758","0.08582832033097877","0.08828373785517835","0","0.38790714340227483","0.082338010535885","0.08527533845363935","0","0.33014995913886885","0.0745834792170442","0.08862668537142508","0","0.378497145620714","0.08144487634515503","0.08734058666315635","0","0.35120639774032497","0.07784097159921423","0.09011342041616224","0","0.3697888984098088","0.0811380644527151","0.08754259944611498","0","0.35095794677658193","0.07790314939566866","0.09123279580313344","0","0.388071946156304","0.08366701437431355","0.09047510694525478","0","0.3527160422927264","0.07940183000819225","0.08402769087060527","0","0.3588620745202465","0.07721920422251646","0.09162276376774994","0","0.41765835982613364","0.0871277127663462"
,"0.09083171665065168","0","0.3492411854200335","0.07917422800251273","0.08414871562783316","0","0.36273823965085994","0.07770367801801925","0.09036920028400781","0","0.3580200833901472","0.0799440982806845","0.08562575033228668","0","0.4249087377798379","0.08526797101210797","0.08748656260350317","0","0.38613504133733273","0.08178681019459151","0.08525326761832651","0","0.3387153576295073","0.07552538090030955","0.08884413137560045","0","0.4003851939552858","0.08397352438418594","0.0886261207023471","0","0.39626966876220815","0.08341935017462014","0.08876987723461793","0","0.3755008779753444","0.08117559854597778","0.08595863168527916","0","0.4169882626793968","0.08453586549116668","0.08822326713363877","0","0.3781234007962459","0.08122405214786432","0.08462147762562637","0","0.3142296474824053","0.07252395088720884","0.08822831790843812","0","0.36625438972506685","0.07990751792875543","0.08675949154987055","0","0.336828091836639","0.07598511755956634","0.08617177662303269","0","0.35519651921107964","0.07776484730035448","0.08640141542385363","0","0.3380775019899931","0.0759647959650424","0.09093811195957877","0","0.376964346508675","0.08230186603855198","0.08985086245401265","0","0.3471624350258031","0.07850732053798141","0.08109965028450937","0","0.34334329021386434","0.07419354348354205","0.08888473365486187","0","0.40829607990595834","0.08487055716948785"
,"0.08586680947527196","0","0.33629468507930055","0.07552910255337268","0.0847784151121115","0","0.3492638897394232","0.07648639446531562","0.09026956234789549","0","0.34251419536906286","0.07817693830673454","0.08743051487011798","0","0.41110697634795296","0.08453655953648928","0.08676387767355197","0","0.373574418918044","0.08006999217913648","0.08428343078634584","0","0.3283560525525681","0.0739433084108794","0.08615281612226444","0","0.38930417229700626","0.08154615964289356","0.08749739773710953","0","0.3808313808345251","0.08120233019810551","0.08713023312178363","0","0.3633910109007757","0.07910132704309812","0.08386885107249464","0","0.3961690808343046","0.08129383168047324","0.08550341892717447","0","0.36115264774131517","0.0781295914944429","0.08349185042023223","0","0.30519003911374787","0.0710174934216258","0.08804844641671158","0","0.3485002552692503","0.07785489343734099","0.08555462702440558","0","0.319384218802402","0.07351141409999846","0.08601500480320365","0","0.3430665914660052","0.07634740118653133","0.08603483384425081","0","0.32025674947909216","0.07382178720622838","0.08905817242278344","0","0.36199734365703695","0.07980333703868231","0.08780951015565756","0","0.32932678773926605","0.07561831426242889","0.08022949152381215","0","0.33113949233572104","0.07245082871454893","0.08869058242675477","0","0.3986796680091153","0.08371577752401291"
,"0.08681734415658807","0","0.3281879011741322","0.07505080864450044","0.08475681916065698","0","0.33520671756597253","0.07491488824540142","0.08698491653369876","0","0.3294606905429449","0.07526670629752838","0.08592597384845128","0","0.4037530351876784","0.0830507700646104","0.08690094982702662","0","0.3640584606623823","0.07907358444116645","0.08334184277631992","0","0.31235430716597107","0.07174685314125179","0.08614562801113602","0","0.37955941824299155","0.08046021447639387","0.08596406911098554","0","0.36525885496158933","0.07879057015617043","0.08422740799354439","0","0.35277172676656376","0.0766312620823054","0.08401600615223147","0","0.37984598114734514","0.07954555619514135","0.08579187455357902","0","0.3473488353911555","0.07672403706727711","0.08212353109325221","0","0.2822332126805853","0.06785859300595799","0.08568711890670469","0","0.33978082458936326","0.07583658891291094","0.08355401666470624","0","0.30583504937009637","0.0711167906698827","0.08412038979836779","0","0.3246218614810761","0.07345593563050704","0.08327040409107414","0","0.3119421274867094","0.07166930487233596","0.08749681601647755","0","0.34331693506587585","0.07703379990353361","0.08723370247504722","0","0.3144499593628044","0.07370941880700072","0.08107052735580332","0","0.3227105636642211","0.07188807478749379","0.08891246857883353","0","0.3823299459556311","0.08199775780788551"
,"0.08675201927451862","0","0.3169178768899362","0.07376955044311492","0.08553893986265465","0","0.321119023289577","0.07369719808224671","0.08793083073375595","0","0.31498626752955594","0.07407884338495584","0.08412579788868248","0","0.3979936785578797","0.08161076334584688","0.08500202146238042","0","0.3538150467280103","0.07709145917528278","0.0835991231162296","0","0.2995318782374151","0.07043648563359585","0.08419898533609253","0","0.36898013689953085","0.07841956424932402","0.0879086940570138","0","0.35268617145950876","0.07825788307639744","0.08641112926705609","0","0.3400957261067938","0.07619336035278138","0.0838202394287572","0","0.37068112797901326","0.07844023174378414","0.08447992004535115","0","0.3319406706284877","0.0744289278677679","0.08077060017810771","0","0.26893371859207454","0.06577956881161535","0.0835868227454745","0","0.32696218631234814","0.07347883081047431","0.08372791584541715","0","0.29190457434557177","0.06964624863636358","0.08392456221601899","0","0.31343436161472804","0.07212584560875875","0.0838233276616444","0","0.29477330219267706","0.07000740142658697","0.0847139835244017","0","0.3401384670040224","0.0754438223446277","0.08773584142024425","0","0.2976392839306707","0.07206473884574217","0.07924409974858083","0","0.30733708937355697","0.06936816537421132","0.08780983360767644","0","0.37075060958678013","0.08022110489083296"
